PWSID,System Name,County,Regulating Agency,Water Quality Risk Level_Display,Accessability Risk Level_Display,Affordability Risk Level_Display,TMF Capacity Risk Level_Display,POPULATION ,SAFER STATUS,Distinct count of PWSID,Funding Since 2017
CA5205007,RANCHO TEHAMA ELEM SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,90,Not At-Risk,1,$0 
CA5210001,CITY OF CORNING,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,High Risk,Low Risk,"7,663",Not At-Risk,1,$0 
CA5210002,GERBER LAS FLORES CSD,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,No Risk,Low Risk,"1,200",Not At-Risk,1,$0 
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,TEHAMA,DISTRICT 21 - VALLEY,Low Risk,Low Risk,Low Risk,Low Risk,"1,450",Not At-Risk,1,$0 
CA5210004,CITY OF RED BLUFF,TEHAMA,DISTRICT 21 - VALLEY,Medium Risk,No Risk,High Risk,No Risk,"14,076",Potentially At-Risk,1,"$484,114 "
CA5210005,RIO ALTO WATER DISTRICT,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,Low Risk,Low Risk,"3,329",Not At-Risk,1,$0 
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,No Risk,Low Risk,61,Not At-Risk,1,$0 
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,Medium Risk,701,Not At-Risk,1,"$300,000 "
CA5301008,PINE COVE RV PARK,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,Low Risk,223,Not At-Risk,1,$0 
CA5301010,BUD FINE MWC,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Medium Risk,43,Failing,1,$0 
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,104,Not At-Risk,1,$0 
CA5301101,TREASURE CREEK WOODS MWC,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,No Risk,131,Not At-Risk,1,$0 
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,No Risk,338,Not At-Risk,1,$0 
CA5301103,COVINGTON MILL - A,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,60,Not At-Risk,1,$0 
CA5301104,COVINGTON MILL MWC-DIVISION B,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Medium Risk,No Risk,99,Not At-Risk,1,$0 
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,29,Not At-Risk,1,$0 
CA5303002,INDIAN CREEK TRAILER PARK,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,No Risk,High Risk,36,At-Risk,1,$0 
CA5304102,TRINITY VILLAGE MUTUAL WATER,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,Low Risk,Medium Risk,302,Not At-Risk,1,$0 
CA5304105,BURNT RANCH SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,125,At-Risk,1,$0 
CA5304109,BURNT RANCH ESTATES,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,115,Not At-Risk,1,$0 
CA5304209,JUNCTION CITY SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,80,Not At-Risk,1,$0 
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,High Risk,No Risk,231,Potentially At-Risk,1,"$413,350 "
CA5304502,"SALYER HEIGHTS W.S., INC",TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,No Risk,No Risk,135,Not At-Risk,1,$0 
CA5305007,RUTH MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,Not Assessed,Not Assessed,Not Assessed,Not Assessed,51,Not Assessed,1,$0 
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Medium Risk,100,Potentially At-Risk,1,$0 
CA5310001,WEAVERVILLE C.S.D.,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,No Risk,"3,400",Not At-Risk,1,$0 
CA5310002,TRINITY CO. W.W. DIST #1,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,No Risk,"2,138",Not At-Risk,1,"$470,500 "
CA5310003,TRINITY CENTER M.W.C.          .,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,High Risk,Low Risk,729,Potentially At-Risk,1,$0 
CA5400504,PORTERVILLE MOBILE VILLAGE,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,154,Not At-Risk,1,$0 
CA5400505,HARTLAND CHRISTIAN CAMP,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,Low Risk,250,Potentially At-Risk,1,$0 
CA5400506,NORTH KAWEAH MWC,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,No Risk,Low Risk,560,Not At-Risk,1,$0 
CA5400519,PALO VERDE SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,500,At-Risk,1,$0 
CA5400523,EL MONTE VILLAGE MHP,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,100,Failing,1,$0 
CA5400529,"SHADY GROVE  MHP, LLC",TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,95,Not At-Risk,1,$0 
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,No Risk,106,Not At-Risk,1,$0 
CA5400537,LINDYS LANDING,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,49,Potentially At-Risk,1,$0 
CA5400538,ACCELERATED CHARTER HIGH SCHOOL,TULARE,DISTRICT 24 - TULARE,Medium Risk,High Risk,No Risk,No Risk,172,At-Risk,1,$0 
CA5400542,DUCOR CSD,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Low Risk,Low Risk,535,Not At-Risk,1,$0 
CA5400544,ALLENSWORTH CSD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Low Risk,521,Failing,1,"$2,917,503 "
CA5400550,SEVILLE WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,High Risk,Low Risk,691,At-Risk,1,$0 
CA5400553,DEL ORO TRAVER DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,660,Failing,1,$0 
CA5400556,RIVER RETREAT MUTUAL,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,Low Risk,53,Potentially At-Risk,1,$0 
CA5400558,SAUCELITO ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,91,Failing,1,$0 
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,No Risk,340,At-Risk,1,$0 
CA5400602,EAGLE'S NEST RESORT,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,279,At-Risk,1,$0 
CA5400604,MOUNTAIN VIEW DUPLEXES,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,Medium Risk,103,At-Risk,1,$0 
CA5400616,LEMON COVE WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,109,Failing,1,$0 
CA5400620,GRAND VIEW SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,400,Not At-Risk,1,$0 
CA5400624,KINGS RIVER ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,550,Not At-Risk,1,$0 
CA5400631,LINNELL FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,High Risk,694,At-Risk,1,$0 
CA5400636,OROSI HIGH SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,Low Risk,"1,200",At-Risk,1,$0 
CA5400641,TEVISTON CSD,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,Medium Risk,343,Failing,1,$0 
CA5400647,YOKOHL MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,Medium Risk,Medium Risk,Medium Risk,Low Risk,95,At-Risk,1,$0 
CA5400655,CENTRAL MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,Medium Risk,No Risk,119,At-Risk,1,"$4,787,664 "
CA5400660,LAKE SUCCESS MOBILE LODGE,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,Medium Risk,80,At-Risk,1,$0 
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,TULARE,DISTRICT 12 - VISALIA,Low Risk,No Risk,No Risk,No Risk,"1,296",Failing,1,"$5,189,176 "
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,No Risk,327,Failing,1,"$257,475 "
CA5400670,TRIPLE R MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,No Risk,No Risk,Low Risk,408,Failing,1,$0 
CA5400682,PLAINVIEW MWC - CENTRAL WATER,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,Low Risk,No Risk,138,Failing,1,$0 
CA5400704,THREE RIVERS ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,180,Failing,1,$0 
CA5400709,SEQUOIA UNION ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,No Risk,400,Not At-Risk,1,$0 
CA5400710,BADGER HILL ESTATES,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Low Risk,272,Not At-Risk,1,$0 
CA5400711,SIERRA VIEW JR ACADEMY,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,104,Failing,1,$0 
CA5400713,OAK VALLEY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,652,At-Risk,1,$0 
CA5400714,SUNDALE UNION SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,827,Not At-Risk,1,$0 
CA5400718,WILLIAMS MUTUAL  WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,180,At-Risk,1,$0 
CA5400728,GRIER MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,No Risk,No Risk,No Risk,94,Not At-Risk,1,$0 
CA5400732,PIERPOINT SPRINGS WATER CO.,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Low Risk,35,Not At-Risk,1,$0 
CA5400735,RODRIGUEZ LABOR CAMP,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,Low Risk,110,Failing,1,$0 
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Medium Risk,Low Risk,High Risk,Low Risk,384,Failing,1,$0 
CA5400767,DEL ORO EAST PLANO DISTRICT,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,No Risk,46,Potentially At-Risk,1,"$257,475 "
CA5400769,FOOTHILL APARTMENTS,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,41,At-Risk,1,$0 
CA5400792,WOODVILLE FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,No Risk,High Risk,650,Failing,1,$0 
CA5400795,WAUKENA ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,255,Failing,1,"$1,919,700 "
CA5400805,SOULTS MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Low Risk,Low Risk,120,Potentially At-Risk,1,"$4,276,440 "
CA5400816,BEDEL MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,No Risk,Medium Risk,155,Not At-Risk,1,$0 
CA5400819,MOUNTAIN VIEW MHP,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Medium Risk,44,Potentially At-Risk,1,$0 
CA5400824,SULTANA CSD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Low Risk,866,At-Risk,1,"$4,908,221 "
CA5400844,ELBOW CREEK SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,530,Failing,1,$0 
CA5400846,ELBOW SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,95,Not At-Risk,1,$0 
CA5400850,PACKWOOD SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,105,Failing,1,$0 
CA5400873,UNION SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,330,Not At-Risk,1,$0 
CA5400875,VILLAGE APARTMENTS,TULARE,DISTRICT 24 - TULARE,Medium Risk,High Risk,No Risk,High Risk,25,At-Risk,1,$0 
CA5400880,THE LAKES ASSOCIATION,TULARE,DISTRICT 24 - TULARE,Medium Risk,Medium Risk,No Risk,Low Risk,495,Potentially At-Risk,1,$0 
CA5400881,SUNRISE MUTUAL WATER CO.,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,No Risk,80,Not At-Risk,1,$0 
CA5400882,PLEASANT VIEW  WEST SCHOOL,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,No Risk,220,Failing,1,$0 
CA5400884,ROCKFORD SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,285,Not At-Risk,1,$0 
CA5400886,COLUMBINE SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,250,Not At-Risk,1,$0 
CA5400903,TRACT 92  CSD,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,High Risk,Low Risk,500,Potentially At-Risk,1,$0 
CA5400919,BUENA VISTA SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,No Risk,No Risk,250,At-Risk,1,$0 
CA5400934,PONDEROSA CSD,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Medium Risk,Low Risk,340,Not At-Risk,1,$0 
CA5400935,CWS - MULLEN WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,No Risk,Medium Risk,No Risk,Low Risk,138,Not At-Risk,1,$0 
CA5400940,SIERRA KING HOMEOWNERS ASSN,TULARE,DISTRICT 24 - TULARE,Low Risk,Low Risk,No Risk,No Risk,200,Not At-Risk,1,$0 
CA5400964,SIERRA VISTA ASSN,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,High Risk,44,Failing,1,$0 
CA5400968,IMPROVEMENT DISTRICT NO. 1,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,No Risk,Medium Risk,200,Not At-Risk,1,$0 
CA5400972,OUTSIDE CREEK SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,125,Potentially At-Risk,1,$0 
CA5400994,HOPE ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,275,Failing,1,$0 
CA5401003,EAST OROSI CSD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,High Risk,932,Failing,1,$0 
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,No Risk,No Risk,67,Not At-Risk,1,$0 
CA5401038,AKIN WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,High Risk,Low Risk,86,At-Risk,1,"$4,787,664 "
CA5402008,HOT SPRINGS SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,42,Not At-Risk,1,$0 
CA5402036,R-RANCH IN THE SEQUOIAS,TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,No Risk,No Risk,330,At-Risk,1,$0 
CA5402038,PATTERSON TRACT CSD,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,High Risk,No Risk,550,Not At-Risk,1,$0 
CA5402047,GLEANINGS FOR THE HUNGRY,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,No Risk,Low Risk,31,At-Risk,1,$0 
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,TULARE,DISTRICT 12 - VISALIA,High Risk,Low Risk,No Risk,No Risk,99,At-Risk,1,$0 
CA5403023,DELFT COLONY WATER,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,No Risk,454,Not At-Risk,1,$0 
CA5403043,YETTEM WATER SYSTEM,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,High Risk,Medium Risk,350,At-Risk,1,$0 
CA5403084,FAIRWAY MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Low Risk,126,Not At-Risk,1,$0 
CA5403110,SIERRA MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,No Risk,Low Risk,43,At-Risk,1,$0 
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Low Risk,No Risk,92,Not At-Risk,1,$0 
CA5403126,FAMILY EDUCATION CENTER,TULARE,DISTRICT 24 - TULARE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,50,Not Assessed,1,$0 
CA5403130,ELEANOR ROOSEVELT COMM LEARNING CTR,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,295,Not At-Risk,1,$0 
CA5403131,SUNNY ACRES PRESCHOOL,TULARE,DISTRICT 24 - TULARE,Not Assessed,Not Assessed,Not Assessed,Not Assessed,65,Not Assessed,1,$0 
CA5403144,ALI MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,Low Risk,39,At-Risk,1,$0 
CA5403146,LIBERTY ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,500,Not At-Risk,1,$0 
CA5403212,MONSON WATER SYSTEM,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Low Risk,Low Risk,140,Potentially At-Risk,1,$0 
CA5403213,TEEN CHALLENGE,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,110,At-Risk,1,$0 
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,High Risk,Low Risk,300,At-Risk,1,$0 
CA5410001,CUTLER PUD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,No Risk,"6,200",Failing,1,$0 
CA5410002,"DINUBA, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,Low Risk,"26,305",Not At-Risk,1,$0 
CA5410003,"EXETER, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Low Risk,"10,548",Not At-Risk,1,$0 
CA5410004,"FARMERSVILLE, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,No Risk,"11,327",Not At-Risk,1,$0 
CA5410006,"LINDSAY, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Low Risk,Low Risk,"13,463",Failing,1,$0 
CA5410007,LSID - TONYVILLE,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,Low Risk,500,Failing,1,$0 
CA5410008,OROSI PUBLIC UTILITY DISTRICT,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Low Risk,"8,770",Not At-Risk,1,$0 
CA5410009,PIXLEY PUBLIC UTIL DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Low Risk,Low Risk,"2,772",Failing,1,$0 
CA5410010,"PORTERVILLE, CITY OF",TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Low Risk,No Risk,"65,702",Not At-Risk,1,"$5,045,139 "
CA5410011,SPRINGVILLE PUD,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,No Risk,"1,500",Not At-Risk,1,$0 
CA5410012,STRATHMORE PUBLIC UTIL DIST,TULARE,DISTRICT 12 - VISALIA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"2,150",Not Assessed,1,$0 
CA5410014,TIPTON COMMUNITY SERVICES DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Low Risk,Low Risk,"1,998",Failing,1,$0 
CA5410015,"TULARE, CITY OF",TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,Low Risk,Low Risk,"65,982",At-Risk,1,"$4,276,440 "
CA5410016,CWS - VISALIA,TULARE,DISTRICT 12 - VISALIA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"141,165",Not Assessed,1,$0 
CA5410017,LONDON COMMUNITY SERV DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,Low Risk,"2,138",Failing,1,"$4,974,655 "
CA5410019,IVANHOE PUBLIC UTILITY DIST,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,No Risk,"4,495",At-Risk,1,$0 
CA5410020,"WOODLAKE, CITY OF",TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,Medium Risk,"7,950",At-Risk,1,$0 
CA5410021,EARLIMART PUD,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,Medium Risk,"8,800",Failing,1,"$584,506 "
CA5410022,CAMP NELSON WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,No Risk,No Risk,Low Risk,No Risk,122,Not At-Risk,1,$0 
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,"1,617",Failing,1,"$8,764,900 "
CA5410025,WOODVILLE PUBLIC UTILITY DIST,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,Low Risk,No Risk,"1,673",Failing,1,$0 
CA5410026,POPLAR COMM SERVICE DIST,TULARE,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,Low Risk,Low Risk,"2,200",Not At-Risk,1,$0 
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,TULARE,DISTRICT 12 - VISALIA,Low Risk,Low Risk,High Risk,No Risk,930,Potentially At-Risk,1,$0 
CA5410036,LSID-STRATHMORE SYSTEM,TULARE,DISTRICT 12 - VISALIA,No Risk,Medium Risk,Low Risk,Low Risk,500,Not At-Risk,1,$0 
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,TULARE,DISTRICT 12 - VISALIA,Low Risk,Low Risk,High Risk,Low Risk,"4,957",Potentially At-Risk,1,$0 
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,Low Risk,High Risk,Low Risk,No Risk,617,Failing,1,$0 
CA5410041,CWS - TULCO WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,High Risk,Low Risk,No Risk,Low Risk,716,At-Risk,1,$0 
CA5410048,PORTERVILLE-JONES CORNER,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Low Risk,No Risk,339,Not At-Risk,1,$0 
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,Low Risk,No Risk,"1,026",At-Risk,1,$0 
CA5410503,NPS-WOLVERTON,TULARE,DISTRICT 12 - VISALIA,Low Risk,Low Risk,No Risk,Low Risk,"2,940",Failing,1,$0 
CA5410513,NPS-ASH MOUNTAIN,TULARE,DISTRICT 12 - VISALIA,Low Risk,Low Risk,No Risk,Low Risk,"2,930",Not At-Risk,1,$0 
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,TULARE,DISTRICT 24 - TULARE,Medium Risk,Low Risk,No Risk,Medium Risk,93,Potentially At-Risk,1,$0 
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,No Risk,Medium Risk,"1,327",At-Risk,1,$0 
CA5500019,JENNESS PARK CHRISTIAN CAMP,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Low Risk,No Risk,Medium Risk,505,Not At-Risk,1,$0 
CA5500040,BLUEBELL VALLEY MWC,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,Low Risk,High Risk,No Risk,282,Potentially At-Risk,1,$0 
CA5500041,ALPINE ACRES MUTUAL WATER CO,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,Low Risk,Not Assessed,No Risk,59,Not At-Risk,1,$0 
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Low Risk,No Risk,No Risk,468,Not At-Risk,1,$0 
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,High Risk,No Risk,No Risk,"1,041",Not At-Risk,1,$0 
CA5500053,LEISURE PINES MUTUAL WATER CO,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,No Risk,No Risk,Low Risk,340,Not At-Risk,1,$0 
CA5500057,LONG BARN PROPERTY OWNERS,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,Low Risk,High Risk,No Risk,567,Not At-Risk,1,$0 
CA5500060,MI WUK HEIGHTS MWC,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Low Risk,No Risk,No Risk,352,Not At-Risk,1,$0 
CA5500064,MULLER MUTUAL WATER COMPANY,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Medium Risk,No Risk,No Risk,154,Not At-Risk,1,$0 
CA5500071,RAWHIDE INVESTMENT COMPANY,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Low Risk,No Risk,Low Risk,269,Not At-Risk,1,$0 
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,No Risk,No Risk,Low Risk,272,Not At-Risk,1,$0 
CA5500077,SLIDE INN SNOWBOWL WATER CO,TUOLUMNE,DISTRICT 11 - MERCED,Low Risk,Low Risk,No Risk,Low Risk,417,Not At-Risk,1,$0 
CA5500080,TWAIN HARTE VALLEY MWC,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,High Risk,No Risk,Low Risk,202,Not At-Risk,1,$0 
CA5500086,SONORA ESTATES MOBILE HOME PARK,TUOLUMNE,DISTRICT 11 - MERCED,No Risk,Low Risk,High Risk,Low Risk,231,Potentially At-Risk,1,$0 
