PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA4210005,SAN VICENTE WATER COMPANY,Region 9,California,Community water system,550,,Santa Barbara,5,24,11
CA5400940,SIERRA KING HOMEOWNERS ASSN,Region 9,California,Community water system,200,,Tulare,4,8,6
CA1010023,CITY OF ORANGE COVE,Region 9,California,Community water system,"9,780",ORANGE COVE,Fresno,12,13,22
CA5610011,CITY OF SANTA PAULA,Region 9,California,Community water system,"29,321",,Ventura,22,2,25
CA1010501,NPS-GRANT GROVE,Region 9,California,Community water system,"2,950",,Fresno,7,3,9
CA5410503,NPS-WOLVERTON,Region 9,California,Community water system,"2,940",,Tulare,7,95,11
CA5410513,NPS-ASH MOUNTAIN,Region 9,California,Community water system,"2,930",,Tulare,5,1,9
CA3600260,SMILEY PARK COUNTRY CLUB,Region 9,California,Community water system,530,,San Bernardino,5,4,43
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,Region 9,California,Community water system,"2,270",MADERA,Madera,7,0,2
CA3610048,TERRACE WATER COMPANY,Region 9,California,Community water system,"2,000",,San Bernardino,5,8,8
CA1500404,PINEBROOK COMMUNITY WATER WELL,Region 9,California,Community water system,68,,Kern,3,21,6
CA3010079,EL TORO WATER DISTRICT,Region 9,California,Community water system,"58,821",,Orange,23,1,16
CA4910017,"WINDSOR, TOWN OF",Region 9,California,Community water system,"28,397",,Sonoma,19,3,8
CA3205001,WALKER RANCH CSD,Region 9,California,Community water system,50,,Plumas,4,1,8
CA4310006,CITY OF MORGAN HILL,Region 9,California,Community water system,"46,454",MORGAN HILL,Santa Clara,52,72,37
CA2702299,POST RANCH INN WS,Region 9,California,Community water system,286,,Monterey,17,6,14
CA0710006,CITY OF MARTINEZ,Region 9,California,Community water system,"35,375",MARTINEZ,Contra Costa,10,2,13
CA5500128,GOLD RUSH MOBILE HOME PARK,Region 9,California,Community water system,67,,Tuolumne,7,10,17
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,Region 9,California,Community water system,70,,Inyo,5,9,7
CA1400037,FOOTHILL MOBILE HOME PARK,Region 9,California,Community water system,60,,Inyo,9,107,13
CA2700687,PESANTE RD WS #02,Region 9,California,Community water system,120,,Monterey,4,14,12
CA2702198,FOOTHILL ESTATES WS,Region 9,California,Community water system,183,,Monterey,6,2,9
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,Region 9,California,Community water system,40,,Sonoma,3,121,3
CA2700674,PARADISE LAKE MUTUAL WATER CO.,Region 9,California,Community water system,180,,Monterey,5,12,13
CA2700579,ELKHORN RD WS #04,Region 9,California,Community water system,60,,Monterey,3,15,13
CA4500194,VILLAGE GREEN,Region 9,California,Community water system,90,,Shasta,6,9,11
CA5400556,RIVER RETREAT MUTUAL,Region 9,California,Community water system,53,,Tulare,6,11,4
CA3710800,PUERTA LA CRUZ CC #14,Region 9,California,Community water system,125,,San Diego,5,8,10
CA5310001,WEAVERVILLE C.S.D.,Region 9,California,Community water system,"3,400",,Trinity,9,2,37
CA5200570,SURREY VILLAGE WATER CO. INC.,Region 9,California,Community water system,145,,Tehama,3,6,8
CA3600027,"BAR ""H"" MWC",Region 9,California,Community water system,260,,San Bernardino,3,6,40
CA2800527,LINDA FALLS TERRACE MUTUAL,Region 9,California,Community water system,35,,Napa,5,6,21
CA5200548,LASSEN VIEW WATER DISTRICT,Region 9,California,Community water system,85,,Tehama,2,15,5
CA2300609,SEAFAIR ROAD AND WATER COMPANY,Region 9,California,Community water system,50,,Mendocino,15,6,6
CA1910052,CAL/AM WATER COMPANY - BALDWIN HILLS,Region 9,California,Community water system,"20,665",,Los Angeles,18,2,18
CA1910186,CAL-AM WATER COMPANY - DUARTE,Region 9,California,Community water system,"24,734",,Los Angeles,21,0,13
CA1910139,CAL/AM WATER COMPANY - SAN MARINO,Region 9,California,Community water system,"47,626",,Los Angeles,58,0,24
CA1910020,CAL-AM WATER COMPANY - EAST PASADENA,Region 9,California,Community water system,"9,887",,Los Angeles,14,2,33
CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,Region 9,California,Community water system,"2,010",,Los Angeles,3,2,14
CA1910046,SUBURBAN WATER SYSTEMS-GLENDORA,Region 9,California,Community water system,"6,543",,Los Angeles,3,1,17
CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,Region 9,California,Community water system,"55,223",,Los Angeles,17,0,19
CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,Region 9,California,Community water system,"171,182",,Los Angeles,82,2,36
CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,Region 9,California,Community water system,"64,489",,Los Angeles,39,0,24
CA5000082,4N MOBILEHOME PARK,Region 9,California,Community water system,65,,Stanislaus,2,6,12
CA0710004,BRENTWOOD,Region 9,California,Community water system,"65,118",BRENTWOOD,Contra Costa,30,20,26
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,Region 9,California,Community water system,250,,Placer,4,28,14
CA3900842,DOUBLE L MOBILE ESTATES,Region 9,California,Community water system,320,,San Joaquin,3,5,39
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,Region 9,California,Community water system,100,,San Joaquin,2,13,53
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,Region 9,California,Community water system,250,,Madera,30,39,9
CA3900504,CLEMENTS WATER WORKS #43,Region 9,California,Community water system,120,,San Joaquin,5,6,12
CA3900512,MORADA ACRES WATER SYSTEM,Region 9,California,Community water system,105,,San Joaquin,2,6,23
CA3900517,ALMOND PARK WATER SYSTEM,Region 9,California,Community water system,60,,San Joaquin,2,5,25
CA3900523,MORADA MANOR WATER SYSTEM,Region 9,California,Community water system,109,,San Joaquin,2,13,34
CA3900543,MAURLAND MANOR WATER SYSTEM,Region 9,California,Community water system,110,,San Joaquin,3,6,30
CA3900558,RANCHO SAN JOAQUIN WATER SYS,Region 9,California,Community water system,141,,San Joaquin,7,2,11
CA3900563,GAYLA MANOR PWS,Region 9,California,Community water system,146,,San Joaquin,4,3,13
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,Region 9,California,Community water system,76,,San Joaquin,4,4,34
CA3900720,SHADED TERRACE PWS,Region 9,California,Community water system,161,,San Joaquin,3,6,41
CA3900722,MORADA ESTATES PWS,Region 9,California,Community water system,158,,San Joaquin,5,6,14
CA1500555,MUSTANG MUTUAL WATER SYSTEM,Region 9,California,Community water system,200,,Kern,2,5,6
CA0600013,COLUSA CO. WWD #2 - PRINCETON,Region 9,California,Community water system,382,,Colusa,5,11,13
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,Region 9,California,Community water system,800,,Merced,7,5,38
CA5510009,GROVELAND COMMUNITY SERV DIST,Region 9,California,Community water system,"3,400",,Tuolumne,7,6,14
CA3901113,WALNUT ACRES,Region 9,California,Community water system,100,,San Joaquin,3,5,21
CA3901159,WILKINSON MANOR A-ZONE PWS,Region 9,California,Community water system,100,,San Joaquin,2,3,23
CA3901172,PAR COUNTRY ESTATES CSA-16,Region 9,California,Community water system,120,,San Joaquin,9,1,11
CA3901216,SANTOS RANCH PWS #5-CSA #35,Region 9,California,Community water system,250,,San Joaquin,7,1,12
CA3901337,MORADA ESTATES N PWS #46,Region 9,California,Community water system,180,,San Joaquin,4,1,26
CA3900702,CORRAL HOLLOW PWS,Region 9,California,Community water system,98,,San Joaquin,4,7,12
CA3901303,ACAMPO WATER SYSTEM,Region 9,California,Community water system,150,,San Joaquin,3,1,33
CA3900927,SPRING CREEK ESTATES PWS,Region 9,California,Community water system,90,,San Joaquin,2,7,23
CA5400542,DUCOR CSD,Region 9,California,Community water system,535,,Tulare,13,20,7
CA1800522,HONEY LAKE CAMPGROUND,Region 9,California,Community water system,25,,Lassen,3,8,7
CA4700803,SHADOW MOUNTAIN MHP,Region 9,California,Community water system,100,,Siskiyou,6,8,7
CA1510051,LEBEC COUNTY WATER DISTRICT,Region 9,California,Community water system,"1,379",,Kern,7,44,6
CA1510018,ROSAMOND CSD,Region 9,California,Community water system,"16,905",,Kern,22,11,17
CA3610029,MONTE VISTA CWD,Region 9,California,Community water system,"57,973",,San Bernardino,51,1,10
CA2810002,"CALISTOGA, CITY OF",Region 9,California,Community water system,"5,610",CALISTOGA,Napa,8,12,14
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,Region 9,California,Community water system,"3,128",,San Mateo,5,4,11
CA3210011,PLUMAS EUREKA CSD,Region 9,California,Community water system,"1,525",,Plumas,7,35,14
CA3600258,SKY FOREST MWC,Region 9,California,Community water system,605,,San Bernardino,9,5,34
CA4910019,FORESTVILLE WATER DISTRICT,Region 9,California,Community water system,"3,291",,Sonoma,3,0,4
CA3900983,CHERRY LANE TRAILER PARK,Region 9,California,Community water system,100,,San Joaquin,3,26,75
CA5200014,WILSON ACRES MUTUAL WATER,Region 9,California,Community water system,75,,Tehama,2,10,6
CA1009027,HARRIS FARMS HEADQUARTERS,Region 9,California,Community water system,300,,Fresno,3,110,14
CA1009028,HARRIS FARMS SOUTH #101-144,Region 9,California,Community water system,160,,Fresno,3,63,12
CA1000213,HARRIS FARMS/HORSE BARN,Region 9,California,Community water system,100,,Fresno,3,34,13
CA5200010,WOODSON BRIDGE RV PARK,Region 9,California,Community water system,45,,Tehama,3,20,12
CA1710010,LOWER LAKE COUNTY WATER DISTRICT,Region 9,California,Community water system,"1,355",,Lake,17,7,9
CA2610003,BRIDGEPORT PUD,Region 9,California,Community water system,851,,Mono,8,53,9
CA3600301,STRAWBERRY LODGE MWC,Region 9,California,Community water system,640,,San Bernardino,2,3,32
CA4100540,OKU INCORPORATED,Region 9,California,Community water system,35,,San Mateo,7,8,22
CA3500578,LOS MADRONES MWC,Region 9,California,Community water system,36,,San Benito,7,19,9
CA3900724,ELKHORN ESTATES WATER SYSTEM,Region 9,California,Community water system,200,,San Joaquin,5,4,11
CA3901075,FAIRWAY ESTATES PWS CSA-18,Region 9,California,Community water system,68,,San Joaquin,3,6,27
CA3901092,SAN JOAQUIN WATER WORKS #2,Region 9,California,Community water system,293,,San Joaquin,5,4,10
CA1500327,RANCHO SECO INC. WATER SYSTEM,Region 9,California,Community water system,55,,Kern,3,7,7
CA1210009,HUMBOLDT C.S.D.,Region 9,California,Community water system,"19,485",,Humboldt,14,5,21
CA2701633,PARADISE RD WS #21,Region 9,California,Community water system,48,,Monterey,4,11,8
CA4400762,SHERIFF'S REHAB,Region 9,California,Community water system,235,,Santa Cruz,4,9,10
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,Region 9,California,Community water system,120,,Madera,19,30,8
CA5500119,YOSEMITE VISTA ESTATES,Region 9,California,Community water system,59,,Tuolumne,3,2,7
CA1000484,FCSA #34/ MILLERTON NEW TOWN,Region 9,California,Community water system,"1,100",,Fresno,6,17,16
CA1910062,"LA VERNE, CITY WD",Region 9,California,Community water system,"32,206",LA VERNE,Los Angeles,47,5,20
CA2310012,IRISH BEACH WATER DISTRICT,Region 9,California,Community water system,560,,Mendocino,8,6,10
CA5710005,CITY OF WINTERS,Region 9,California,Community water system,"7,417",WINTERS,Yolo,16,7,17
CA4300520,RAINERI MUTUAL WATER COMPANY,Region 9,California,Community water system,145,,Santa Clara,3,6,12
CA1200587,BRICELAND C.S.D.,Region 9,California,Community water system,75,,Humboldt,3,31,9
CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"1,175",,Colusa,7,4,19
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,Region 9,California,Community water system,"94,929",SANTA BARBARA,Santa Barbara,56,2,31
CA3301428,BLYTHE - MESA RANCH,Region 9,California,Community water system,561,,Riverside,8,8,6
CA3310003,BLYTHE - CITY OF,Region 9,California,Community water system,"11,250",BLYTHE,Riverside,32,9,14
CA3301630,BLYTHE - HIDDEN BEACHES,Region 9,California,Community water system,383,,Riverside,4,25,6
CA3010008,EASTSIDE WATER ASSOCIATION,Region 9,California,Community water system,"2,000",,Orange,9,5,10
CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,65,,Inyo,4,4,8
CA2710017,MARINA COAST WATER DISTRICT,Region 9,California,Community water system,"37,472",,Monterey,37,4,18
CA2300638,WILDWOOD CAMPGROUND,Region 9,California,Community water system,150,,Mendocino,6,14,7
CA1910060,LA PUENTE VALLEY CWD,Region 9,California,Community water system,"8,108",,Los Angeles,20,0,51
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,Region 9,California,Community water system,"6,151",LA PUENTE,Los Angeles,15,1,30
CA3410026,CALIFORNIA STATE FAIR,Region 9,California,Community water system,650,,Sacramento,10,4,9
CA1900301,SHADOW ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,431,,Los Angeles,13,2,9
CA3410004,CARMICHAEL WATER DISTRICT,Region 9,California,Community water system,"37,897",,Sacramento,30,1,27
CA4510009,SHASTA FOREST VILLAGE M.W.C.,Region 9,California,Community water system,750,,Shasta,5,2,7
CA3010010,CITY OF FULLERTON,Region 9,California,Community water system,"141,863",FULLERTON,Orange,63,4,23
CA1000366,SUNNYSIDE CONVALESCENT HOSP,Region 9,California,Community water system,275,,Fresno,4,27,9
CA5610007,OXNARD WATER DEPT,Region 9,California,Community water system,"200,232",,Ventura,56,5,19
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,Region 9,California,Community water system,897,,Fresno,9,46,7
CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,Region 9,California,Community water system,"131,729",,Los Angeles,57,3,53
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,Region 9,California,Community water system,"99,774",,Los Angeles,87,1,33
CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,Region 9,California,Community water system,0,,Los Angeles,17,9,66
CA0110010,ZONE 7 WATER AGENCY,Region 9,California,Community water system,40,,Alameda,26,2,28
CA0910007,LUKINS BROTHERS WATER COMPANY,Region 9,California,Community water system,"3,200",,El Dorado,9,4,7
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,Region 9,California,Community water system,129,,Sonoma,4,10,3
CA5410002,"DINUBA, CITY OF",Region 9,California,Community water system,"26,305",DINUBA,Tulare,30,16,16
CA4910014,"ROHNERT PARK, CITY OF",Region 9,California,Community water system,"43,069",ROHNERT PARK,Sonoma,81,277,9
CA3010017,LAGUNA BEACH COUNTY WD,Region 9,California,Community water system,"23,343",,Orange,29,1,20
CA1010049,BIOLA COMMUNITY SERVICES DIST,Region 9,California,Community water system,"1,623",,Fresno,7,27,6
CA2700691,PESANTE RD WS #06,Region 9,California,Community water system,48,,Monterey,3,12,13
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,Region 9,California,Community water system,70,,Inyo,8,8,7
CA1510021,"WASCO, CITY OF",Region 9,California,Community water system,"24,046",WASCO,Kern,22,15,17
CA3600123,HI DESERT MWC,Region 9,California,Community water system,112,,San Bernardino,5,7,37
CA2702374,COUNTRYSIDE ESTATES MWC,Region 9,California,Community water system,223,,Monterey,2,8,19
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,Region 9,California,Community water system,300,,Mono,4,33,15
CA3500505,THOUSAND TRAILS SAN BENITO PRESERVE,Region 9,California,Community water system,"1,025",,San Benito,7,27,8
CA1700554,LAKE COUNTY CSA 13 - KONO TAYEE,Region 9,California,Community water system,395,,Lake,4,4,4
CA1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,Region 9,California,Community water system,"3,104",,Lake,9,2,18
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,Region 9,California,Community water system,"2,129",,Lake,3,0,15
CA1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,Region 9,California,Community water system,"4,280",,Lake,9,0,10
CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,Region 9,California,Community water system,"1,386",,Lake,4,10,15
CA4300924,PARKWAY LAKES RV PARK,Region 9,California,Community water system,250,,Santa Clara,4,8,6
CA3010092,IRVINE RANCH WATER DISTRICT,Region 9,California,Community water system,"421,715",,Orange,195,3,60
CA1010006,CITY OF FOWLER,Region 9,California,Community water system,"6,600",FOWLER,Fresno,10,7,11
CA2700733,SAN JUAN RD WS #01,Region 9,California,Community water system,49,,Monterey,2,34,14
CA2300667,"WOODS, THE (MENDOCINO)",Region 9,California,Community water system,153,,Mendocino,3,2,6
CA1400036,KEELER COMMUNITY SERVICE DISTRICT,Region 9,California,Community water system,66,,Inyo,3,69,11
CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,763,,Santa Barbara,11,28,12
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,Region 9,California,Community water system,990,,Ventura,4,2,7
CA2000832,SKP PARK OF THE SIERRAS INC,Region 9,California,Community water system,450,,Madera,18,2,12
CA1500340,WEST TEHACHAPI MUTUAL,Region 9,California,Community water system,150,,Kern,3,16,7
CA2310006,MILLVIEW COUNTY WATER DISTRICT,Region 9,California,Community water system,"5,500",,Mendocino,29,1,18
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,Region 9,California,Community water system,"5,200",,Mendocino,11,6,18
CA5500116,PEPPERMINT CREEK MHP,Region 9,California,Community water system,280,,Tuolumne,5,14,16
CA1700630,PIER 1900 HOMEOWNER S ASSOCIATION,Region 9,California,Community water system,152,,Lake,3,1,6
CA1810001,CITY OF SUSANVILLE,Region 9,California,Community water system,"7,911",SUSANVILLE,Lassen,13,4,43
CA3500575,SPRINGWOOD ESTATES MWC,Region 9,California,Community water system,50,,San Benito,3,14,7
CA0400027,FOOTHILL SOLAR COMPANY,Region 9,California,Community water system,180,,Butte,7,51,13
CA0400155,BIGGERS GLEN MUTUAL WATER CO,Region 9,California,Community water system,25,,Butte,3,4,8
CA3310025,"NORCO, CITY OF",Region 9,California,Community water system,"27,564",NORCO,Riverside,32,28,25
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,Region 9,California,Community water system,"144,088",,Riverside,171,1,46
CA3910005,"MANTECA, CITY OF",Region 9,California,Community water system,"84,625",MANTECA,San Joaquin,68,41,17
CA1910144,SAN GABRIEL COUNTY WD,Region 9,California,Community water system,"45,000",,Los Angeles,27,0,13
CA3610703,USMC - 29 PALMS,Region 9,California,Community water system,"18,811",,San Bernardino,15,5,13
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,Region 9,California,Community water system,0,,San Diego,11,1,25
CA3610701,USMC NEBO (BARSTOW),Region 9,California,Community water system,"1,150",,San Bernardino,3,1,6
CA5000090,RIVERVIEW MOBILE HOME ESTATES,Region 9,California,Community water system,250,,Stanislaus,14,15,66
CA2910001,CITY OF GRASS VALLEY,Region 9,California,Community water system,"4,947",GRASS VALLEY,Nevada,5,2,20
CA4500018,SALT CREEK SUMMER HOMES,Region 9,California,Community water system,151,,Shasta,4,10,8
CA5200571,MOUNTAIN VALLEY APTS & RVP,Region 9,California,Community water system,131,,Tehama,3,4,2
